date,period_start,strategy,strategy_label,gross_return,pre_bank_fee_return,net_return,turnover,transaction_cost_usd,transaction_cost_return,bank_fee_usd,bank_fee_return,bank_fee_assessment_aum_usd,total_cost_usd,gross_value_usd,pre_bank_fee_value_usd,net_value_usd,live_weight,available_target_weight,cash_weight,unfilled_target_weight,holding_count,maximum_adv_participation,liquidity_breaches,initial_capital_usd,capital_source,evidence_type
1997-12-31,1997-11-30,current_portfolio,Current Portfolio,0.007187719008750346,0.007122607948458315,0.004604801428587324,0.015226420470112332,14328.841153080324,6.46464001329724e-05,558070.512870255,0.0025,223228205.14810202,572399.3540233354,223588264.43675247,223228205.14810202,222670134.63523176,0.5223647133380728,0.5773528681400545,0.4776352866619272,0.05498815480198168,5,0.04999999999999989,1,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-01-31,1997-12-31,current_portfolio,Current Portfolio,0.010749714190812314,0.010701909838807921,0.010701909838807921,0.013371396229550274,10531.392042478305,4.729593422903507e-05,0.0,0.0,0.0,10531.392042478305,225991774.37586734,225617173.2730759,225053130.33989322,0.5185153937070688,0.5773528681400545,0.4814846062929312,0.05883747443298568,5,0.05000000000000001,2,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-02-28,1998-01-31,current_portfolio,Current Portfolio,0.05119280262124193,0.05114497467498169,0.05114497467498169,0.013333516007320368,10239.633487552872,4.549873832942541e-05,0.0,0.0,0.0,10239.633487552872,237560926.67551532,237156357.88636833,236563466.99165243,0.523227997192078,0.5773528681400545,0.476772002807922,0.054124870947976446,5,0.05000000000000002,1,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-03-31,1998-02-28,current_portfolio,Current Portfolio,0.023639779534647954,0.02360038866505909,0.02360038866505909,0.021965580313098497,9103.242042817388,3.848118290868054e-05,0.0,0.0,0.0,9103.242042817388,243176814.60817116,242753340.1068765,242146456.7566093,0.5228699556005858,0.5773528681400545,0.4771300443994142,0.054482912539468686,5,0.04999999999999995,1,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-04-30,1998-03-31,current_portfolio,Current Portfolio,0.01919899739099014,0.0191518165909359,0.0191518165909359,0.015078591626904893,11209.45329547172,4.629203931213733e-05,0.0,0.0,0.0,11209.45329547172,247845565.63738272,247402507.55344048,246784001.28455687,0.5228961707771649,0.5773528681400545,0.4771038292228351,0.054456697362889606,5,0.05,1,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-05-31,1998-04-30,current_portfolio,Current Portfolio,0.022379830761819455,0.022335655288920897,0.022335655288920897,0.016262300778467582,10663.160239034041,4.320847455074194e-05,0.0,0.0,0.0,10663.160239034041,253392307.45141476,252928404.67976877,252296083.66806933,0.5228834864003918,0.5773528681400545,0.47711651359960816,0.05446938173966264,5,0.050000000000000024,1,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-06-30,1998-05-31,current_portfolio,Current Portfolio,-0.0146024084603629,-0.014636125246414,-0.014636125246414,0.011530164759840847,8632.670860599956,3.421642831347885e-05,0.0,0.0,0.0,8632.670860599956,249692169.47729537,249226512.8705,248603446.5883237,0.5228206435777119,0.5773528681400545,0.47717935642228815,0.054532224562342635,5,0.05000000000000014,1,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-07-31,1998-06-30,current_portfolio,Current Portfolio,0.024260918834423967,0.024234423180406583,0.024234423180406583,0.007811531626926415,6430.891569954978,2.5868070850217332e-05,0.0,0.0,0.0,6430.891569954978,255749930.9345753,255266373.65118074,254628207.71705276,0.5195976929704125,0.5773528681400545,0.4804023070295875,0.05775517516964201,5,0.049999999999999975,2,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-08-31,1998-07-31,current_portfolio,Current Portfolio,0.012560441729643435,0.012474051416800247,0.012474051416800247,0.02931263318892587,21724.540695857228,8.531867262718163e-05,0.0,0.0,0.0,21724.540695857228,258962263.03943935,258450579.5210857,257804453.07228297,0.5510213203105201,0.7516761857462129,0.4489786796894799,0.22137313784632526,6,0.05000000000000005,3,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-09-30,1998-08-31,current_portfolio,Current Portfolio,-0.07292052067057438,-0.07307762918130456,-0.07307762918130456,0.053633761526723195,43689.106041995896,0.00016946606438076686,0.0,0.0,0.0,43689.106041995896,240078599.9845732,239563623.90915054,238964714.84937763,0.5328235053188954,0.7516761857462129,0.46717649468110456,0.21885268042731743,6,0.050000000000000044,2,186060522.0,current_portfolio_nav,retrospective_holdings_replay
1998-10-31,1998-09-30,current_portfolio,Current Portfolio,0.06168112580335267,0.06143154690541963,0.06143154690541963,0.06955666595639771,56175.57732493157,0.00023507896285164827,0.0,0.0,0.0,56175.57732493157,254886918.31291443,254280387.90815783,253644686.9383874,0.531187248176757,0.7516761857462129,0.468812751823243,0.22048893756945587,6,0.050000000000000024,3,186060522.0,current_portfolio_nav,retrospective_holdings_replay
