security_id,ticker,issuer_id,company_name,country,region,sector,currency,industry,current_weight,current_market_value_usd,final_recommendation,final_recommendation_score,scorecard_score,portfolio_fit_score,regime_suitability_score,sentiment_alt_data_score,narrative_reframing_score,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,tail_risk_score,skewness_risk_score,forecast_uncertainty_score,liquidity_score,average_daily_value_usd,liquidity_observation_count,market_cap_usd,dividend_yield,free_cash_flow_yield,balance_sheet_strength_score,cashflow_quality_score,dividend_safety_score,regime_review_required_flag,regime_exclusion_flag,reframing_review_required_flag,reframing_exclusion_flag,alt_data_review_required_flag,alt_data_exclusion_flag,price_data_quality_score,price_data_exclusion_flag,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,instrument_type,listing_status,risk_management_flags,target_weight,portfolio_method,eligible_for_optimisation,fallback_eligibility_used,optimisation_feasible,optimisation_status,eligible_security_count,candidate_security_count,baseline_weight,selected_weight,selected_weights_source
LMT.US,LMT.US,NAME:lockheedmartincorporation,Lockheed Martin Corporation,United States,US,Industrials,USD,Aerospace & Defense,0.0,0.0,Hold,60.802271070189725,60.802271070189725,78.35229758863761,67.4480585778409,68.97916666666667,86.28947834408092,0.1358674610717038,0.0239,0.271957366614255,-0.5851020067593555,0.1358674610717038,0.7458523929510987,-0.356649581932149,-0.4518346602471382,-0.4518346602471382,0.2471166643125094,0.3257609666543996,64.54780860673404,50.89408576925816,47.18464022408622,94.50784593437945,747649671.8000001,60,134516383744.0,0.0239,0.0513543392093167,42.42043820837486,65.7740266545998,60.41813353603614,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
HEN3.XETRA,HEN3.XETRA,NAME:henkelagcokgaavzprefshares,Henkel AG & Co. KGaA vz. (Pref Shares),Germany,DACH,Consumer Staples,EUR,Household & Personal Products,0.0,0.0,Watchlist,60.75371697323173,60.75371697323173,62.96189584427794,55.2203138496814,33.4375,90.2262276750101,0.35,0.027,0.1952573598173199,-0.1545085926227184,0.35,0.7808672356519826,-0.0027896406814518,-0.0711297166175137,-0.0711297166175137,0.2399575407292591,0.3023574268790789,10.161388088216256,47.8081860637769,33.16069426649776,45.72039942938659,39388221.14124925,60,36711967245.75933,0.027,0.0571585817940879,90.4119942316697,60.0827527356216,62.87727739403572,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
AENA.MC,AENA.MC,NAME:aenasa,Aena SA,Spain,EU ex-DACH,Industrials,EUR,Airports & Air Services,0.0,0.0,Watchlist,60.6154020574775,60.6154020574775,76.98625261120814,52.50857839729915,57.10416666666667,84.07541813822725,0.2935117593708479,0.0405,0.2247893790044398,-0.309980658698048,0.2935117593708479,0.7988787786852344,-0.1146183516516888,-0.1932946343032427,-0.1932946343032427,0.341180758977658,0.3114892352974818,27.613519186177545,54.3123372485064,39.310988883913055,51.28388017118402,53311148.35784509,60,45761611720.0761,0.0405,0.043021557965639,69.9857021841982,68.98376097792442,62.55762566336544,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601818.SHG,601818.SHG,NAME:chinaeverbrightbankcoltd,China Everbright Bank Co Ltd,China,Mainland China,Financials,CNY,Banks - Regional,0.0,0.0,Hold,60.55406228497199,60.55406228497199,92.48183866426584,79.17942441904314,35.6875,84.07541813822725,0.35,0.0572,0.1620859116783879,-0.0675760833801208,0.35,0.7063625811905359,0.0571041408667276,0.0003740717792918,0.0003740717792918,0.2616099420606904,0.2943349756092975,0.0,48.04841714280227,27.43746701706729,60.8416547788873,91150868.40782782,60,26636355322.21828,0.0572,0.8622951106333668,42.50713266761769,82.52148148745519,75.50347062461482,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
AFL.US,AFL.US,NAME:aflacincorporated,Aflac Incorporated,United States,US,Financials,USD,Insurance - Life,0.0,0.0,Hold,60.42262114027376,60.42262114027376,84.53691155492155,62.11343625052072,48.77083333333333,81.00001336983581,0.1596302159753988,0.0194,0.1689577109906914,-0.2713643400749256,0.1596302159753988,0.5304873119227952,-0.1450719561094785,-0.2042071549562205,-0.2042071549562205,0.2869432753940237,0.2592035401367041,29.1724507080315,45.35889253699022,28.427030798975963,81.09843081312411,302171242.08,60,64468029440.0,0.0194,0.0396320474224812,42.50713266761769,58.006825595012046,68.0110813597515,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
GD.US,GD.US,NAME:generaldynamicscorporation,General Dynamics Corporation,United States,US,Industrials,USD,Aerospace & Defense,0.0,0.0,Watchlist,60.33355285219577,60.33355285219577,78.14580686110551,60.968858333584734,39.52083333333333,86.28947834408092,0.0483854066315518,0.0166,0.2181312490106416,-0.5197589523203139,0.0483854066315518,0.5328311743082048,-0.3458488456687016,-0.4221947828224262,-0.4221947828224262,0.2879575407292591,0.2844606616554693,60.31354040320375,48.32779007643733,37.316144294047,89.65763195435092,476054760.4,60,104683986944.0,0.0166,0.0378185825318044,75.54196343909967,56.18779757944712,59.044914170951294,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
USB.US,USB.US,NAME:usbancorp,U.S. Bancorp,United States,US,Financials,USD,Banks - Regional,0.0,0.0,Hold,60.133555714400416,60.133555714400416,87.55438659058487,75.01092850524284,57.10416666666667,81.00001336983581,0.35,0.0324,0.2267948814069892,-0.2440215697190677,0.35,0.8549530970028393,-0.060208638658375,-0.1395868471508212,-0.1395868471508212,0.2824988309495793,0.295778353739007,19.94097816440304,49.339747097939686,38.96055663209732,91.65477888730386,573371008.38,60,99398860800.0,0.0324,0.0801820054662035,42.50713266761769,74.45277255720399,64.99963677267262,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
ROP.SW,ROP.SW,NAME:rocheholdingag,Roche Holding AG,Switzerland,DACH,Healthcare,CHF,Drug Manufacturers - General,0.0,0.0,Watchlist,60.10667156129553,60.10667156129553,73.15096803778489,60.470427682344216,39.52083333333333,81.00001336983581,0.1688700108536426,0.0269,0.2440286141285002,-0.4747314905457962,0.1688700108536426,0.7144546533194103,-0.2728128780888064,-0.3582228930337814,-0.3582228930337814,0.2879575407292591,0.3011464205080799,51.17469900482593,50.253069944046246,42.158709847576354,88.23109843081312,445588429.51738656,60,362392398036.7437,0.0269,0.044153873607382,72.57288553712011,71.6015302086207,52.35284208405665,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
CS.PA,CS.PA,NAME:axasa,AXA SA,France,EU ex-DACH,Financials,EUR,Insurance - Diversified,0.0,0.0,Hold,60.03674001112383,60.03674001112383,81.33545478682232,79.67061499864242,48.77083333333333,71.77379906466153,0.35,0.0519,0.1810739086742248,-0.1202116924514944,0.35,0.7502291384563102,0.022596776498583,-0.0407790915373956,-0.0407790915373956,0.2869432753940237,0.2899870030647445,5.825584505342236,48.91083056714872,30.85863606722696,71.61198288159771,170088409.6330641,60,104711054647.36104,0.0519,0.2385210626709797,42.50713266761769,82.31683370296496,73.16731654391009,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
MTB.US,MTB.US,NAME:mtbankcorporation,M&T Bank Corporation,United States,US,Financials,USD,Banks - Regional,0.0,0.0,Hold,59.927241531030006,59.927241531030006,84.58166904422254,71.54167832530997,55.4375,81.00001336983581,0.35,0.0237999999999999,0.2194285754056366,-0.2206937941568567,0.35,0.8367398949780724,-0.046575961139231,-0.1233759625312038,-0.1233759625312038,0.2602766087273571,0.2966759069220279,17.6251375044577,48.2467297301686,37.48785697955866,80.02853067047076,280242598.02,60,36124282880.0,0.0237999999999999,0.0791711218047022,42.50713266761769,78.13114636888616,65.98009580616383,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
5.HK,5.HK,NAME:hsbcholdingsplchkreg,HSBC Holdings PLC (HK Reg),Hong Kong,Hong Kong,Financials,HKD,Banks - Diversified,0.0,0.0,Hold,59.86230393267505,59.86230393267505,84.33142016690478,69.51853538335462,74.32916666666668,73.98492652868289,0.35,0.0366999999999999,0.2688357908514601,-0.3644185021083193,0.35,0.9531735796276016,-0.1371340864588855,-0.2312266132568965,-0.2312266132568965,0.2419432753940237,0.3342026762128073,33.0323733224138,51.58956208423289,46.71092289287987,81.811697574893,311805551.83793086,60,351332379529.33685,0.0366999999999999,0.0714565507273538,42.50713266761769,75.72859803127201,62.4515724627332,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
SREN.SW,SREN.SW,NAME:swissreag,Swiss Re AG,Switzerland,DACH,Financials,CHF,Insurance - Reinsurance,0.0,0.0,Hold,59.838820431997895,59.838820431997895,80.31548429165898,64.95058732995503,48.77083333333333,81.08624857805513,0.35,0.0458999999999999,0.2154866499733576,-0.2189192187685971,0.35,0.8305389331876054,-0.0403852466102391,-0.1158055741009142,-0.1158055741009142,0.2869432753940237,0.3119576102555156,16.543653442987758,51.4459006276223,37.20511036370623,70.75606276747504,158702746.294415,60,48966158181.6624,0.0458999999999999,0.0626759401587957,42.50713266761769,55.763095097037706,65.15329822008752,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
BBVA.MC,BBVA.MC,NAME:bancobilbaovizcayaargentariasa,Banco Bilbao Vizcaya Argentaria SA,Spain,EU ex-DACH,Financials,EUR,Banks - Diversified,0.0,0.0,Hold,59.72541326049345,59.72541326049345,76.02553847478165,77.25987420946893,56.77083333333333,81.00001336983581,0.35,0.0379,0.299435750304878,-0.4536158359537875,0.35,1.0262524874172725,-0.1930420872072191,-0.2978445998139264,-0.2978445998139264,0.2513877198384682,0.3392602181720348,42.54922854484664,52.681671626536925,52.46389690922232,78.74465049928673,261278659.5618642,60,154583714726.42145,0.0379,0.096996848298638,42.50713266761769,72.28974504104156,75.39401598058987,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
601998.SHG,601998.SHG,NAME:chinaciticbankcorpltdclassa,China Citic Bank Corp Ltd Class A,China,Mainland China,Financials,CNY,Banks - Regional,0.0,0.0,Hold,59.69823953684022,59.69823953684022,91.9533079937951,78.01736472775005,24.02083333333333,81.08624857805513,0.3393479390806826,0.0504999999999999,0.2121987673346761,-0.2181591230043727,0.3393479390806826,0.8117611801729347,-0.0447577578640799,-0.1190273264312165,-0.1190273264312165,0.2949432753940237,0.2990284519833607,17.003903775888084,50.38484390391212,36.51245976231424,56.70470756062768,73168864.45252453,60,61356409052.85562,0.0504999999999999,0.9762692978523024,42.50713266761769,84.08688424056925,75.51527480804073,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,alt_data_review;narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
LI.PA,LI.PA,NAME:klepierresa,Klepierre SA,France,EU ex-DACH,Real Estate,EUR,REIT - Retail,0.0,0.0,Hold,59.69041525141806,59.69041525141806,81.52857176257126,60.82280790494974,34.60416666666667,86.71868425443364,0.35,0.0475,0.164107642322359,-0.0791262193276943,0.35,0.7136312944890961,0.0529776960519354,-0.0044599787608902,-0.0044599787608902,0.3491810621174677,0.2736877567500407,0.6371398229843185,50.38141373902219,28.104627838883054,40.37089871611983,29093021.06378373,60,12957099035.098713,0.0475,0.0720423145741321,32.14971769107533,78.0352565749876,72.69936148917779,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
HSY.US,HSY.US,NAME:hersheyco,Hershey Co,United States,US,Consumer Staples,USD,Confectioners,0.0,0.0,Watchlist,59.6842135611718,59.6842135611718,73.19519367663422,62.37414206602281,66.45416666666668,84.07541813822725,0.1527020352880276,0.0323,0.2759387186719191,-0.5944300867869274,0.1527020352880276,0.7772448126381708,-0.3485806038861311,-0.4451591554213028,-0.4451591554213028,0.303316301181777,0.3342985654057408,63.59416506018613,54.90532761045039,48.6282525140328,85.02139800285306,373426870.22,60,36773416960.0,0.0323,0.0475655553549082,49.46505488485212,70.37220967742215,56.9768640239739,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
TSCO.LSE,TSCO.LSE,NAME:tescoplc,Tesco PLC,United Kingdom,UK,Consumer Staples,GBX,Grocery Stores,0.0,0.0,Watchlist,59.54432035564867,59.54432035564867,72.77476680232964,66.02783545840856,52.77083333333333,73.98492652868289,0.3199015844577478,0.0302,0.2258003561783731,-0.2757591636046584,0.3199015844577478,0.8237423443087045,-0.0890228473642561,-0.1680529720266867,-0.1680529720266867,0.281467973508367,0.3104424500319532,24.00756743238382,50.97625050029127,38.979234065433495,64.83594864479315,112555115.56434222,60,39231163980.0836,0.0302,0.0760144110118489,45.244783610446056,62.73260570446227,64.38969902728515,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
OR.PA,OR.PA,NAME:loralsa,LOréal S.A.,France,EU ex-DACH,Consumer Staples,EUR,Household & Personal Products,0.208592003973181,16800.0,Watchlist,59.38439854124767,59.38439854124767,56.08557000411275,53.92163129461253,52.77083333333333,81.00001336983581,0.1160341751065439,0.0185,0.2558188243646443,-0.5613612464648619,0.1160341751065439,0.6891157660219112,-0.3472405645402959,-0.4367771530679214,-0.4367771530679214,0.2719575407292591,0.3143535147284487,62.39673615256021,50.91542696947341,44.33157736697409,72.68188302425106,181661815.82574815,60,237468834813.9119,0.0185,0.0343560254035783,93.00184104451854,64.59868005858985,57.38358890370238,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
ESSITY-B.ST,ESSITY-B.ST,NAME:essityabpubl,Essity AB (publ),Sweden,EU ex-DACH,Consumer Staples,SEK,Household & Personal Products,0.0,0.0,Watchlist,59.00150107958138,59.00150107958138,74.23208508402803,49.929971504524495,64.97916666666667,84.07541813822725,0.35,0.031,0.1838830498208879,-0.1257288625442011,0.35,0.755816441400774,0.0176847799042044,-0.0466742875331062,-0.0466742875331062,0.2675130962848147,0.2927992705720121,6.667755361872328,48.18908255826064,31.25230888220165,46.00570613409415,39872604.4658575,60,19620400402.730167,0.031,0.0439117773133529,74.02029816529256,53.87804100924861,58.71575310646699,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
600018.SHG,600018.SHG,NAME:shanghaiinternationalportgroupcoltd,Shanghai International Port Group Co Ltd,China,Mainland China,Industrials,CNY,Marine Shipping,0.0,0.0,Watchlist,57.17570663440752,57.17570663440752,85.8271819019762,45.05179424836362,33.4375,90.2262276750101,0.2970083969816144,0.0375,0.1488776936590294,-0.0810793694363232,0.2970083969816144,0.6223420866697128,0.0285047827754956,-0.0236024100051646,-0.0236024100051646,0.2575256188417568,0.2729213700167606,3.3717728578806705,45.35769140110541,24.93750975952799,47.50356633380884,43304990.35118837,60,17755201021.638878,0.0375,0.041047182424688,73.16807870779226,56.05836643460581,46.70392405992623,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;,0.05,cvar_constrained,True,False,True,optimal,142,140,0.05000000000000002,0.05000000000000002,baseline_optimiser
0002.HK,0002.HK,NAME:clpholdings,CLP Holdings,Hong Kong,Hong Kong,Utilities,HKD,Utilities - Regulated Electric,0.0397318102806059,3200.0,Avoid,55.38970432427017,55.38970432427017,91.42297440741471,43.63913177926256,76.95416666666668,68.49808309056827,0.2095256633866741,0.0419,0.1116305056874104,-0.0773409583789915,0.2095256633866741,0.4541048121829983,0.0077880975109961,-0.0312825794795975,-0.0312825794795975,0.3410784818070371,0.259978961470874,4.468939925656796,48.36333688240285,18.84067364594535,43.43794579172611,33394625.08759636,60,24947432596.801937,0.0419,0.0389377064893132,56.27186519401175,52.21913885987964,48.07838344105586,False,False,True,True,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;narrative_exclusion;,0.0,cvar_constrained,False,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
NESN.SW,NESN.SW,NAME:nestlesa,Nestle S.A.,Switzerland,DACH,Consumer Staples,CHF,Packaged Foods,0.1303700024832381,10500.0,Avoid,53.958907852439815,53.958907852439815,69.24837411665268,60.02042076767712,64.97916666666667,84.07541813822725,0.1029716365546824,0.0381,0.2242328175427516,-0.5314448125779689,0.1029716365546824,0.6195235843856777,-0.3073862145450918,-0.3858677006850549,-0.3858677006850549,0.5626069141115823,0.29060284495256,55.123957240722135,63.82531594668828,40.80382448251984,84.30813124108415,356457271.46546555,60,255392811779.5376,0.0381,0.0526841753055415,39.05220751778791,68.23234944019484,46.36973693964404,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,yahoo_finance_timeseries,False,False,Equity,Active,narrative_review;ml_dividend_cut_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,cvar_constrained,False,False,True,optimal,142,140,0.0,0.0,baseline_optimiser
