feature,monthly_slopes,mean_slope,newey_west_t_stat,sign_consistency,selected,horizon_months,fold
max_drawdown_1y__regional_rank,65,0.0189775438427135,0.6343200072641315,0.5692307692307692,False,3,2024-09-30_2024-11-30
momentum_6m__regional_rank,65,0.0239118868336141,1.1743818647890982,0.6153846153846154,False,3,2024-09-30_2024-11-30
liquidity_score__regional_rank,65,0.0240076134498591,3.530625690313835,0.6923076923076923,True,3,2024-09-30_2024-11-30
average_daily_value_usd__regional_rank,65,0.0240076134498591,3.530625690313835,0.6923076923076923,True,3,2024-09-30_2024-11-30
market_cap_usd__regional_rank,65,-0.0567139738262894,-3.672200196636005,0.7538461538461538,True,3,2024-09-30_2024-11-30
revenue_growth,69,0.008983649671064,0.6493501846533398,0.5507246376811594,False,3,2024-12-31_2025-02-28
ebitda_margin,69,-0.0237714907880788,-2.299395747756497,0.6231884057971014,True,3,2024-12-31_2025-02-28
net_income_margin,69,-0.0005574689798685,-0.0399127409605532,0.4492753623188406,False,3,2024-12-31_2025-02-28
free_cash_flow_yield,69,0.0215393451665466,1.830105077484232,0.6666666666666666,True,3,2024-12-31_2025-02-28
fcf_margin,69,0.013418008519645,1.0247643437908074,0.5507246376811594,False,3,2024-12-31_2025-02-28
fcf_stability,69,-0.00620077516955,-0.6188415356283041,0.5652173913043478,False,3,2024-12-31_2025-02-28
cfo_to_net_income,69,0.0059724461663168,0.652639968137473,0.4927536231884058,False,3,2024-12-31_2025-02-28
net_debt_to_ebitda,69,-0.0016851549034088,-0.0927922495397561,0.5507246376811594,False,3,2024-12-31_2025-02-28
interest_coverage,69,0.0101924350900222,0.5448934670612119,0.5217391304347826,False,3,2024-12-31_2025-02-28
roe,69,0.0097248340385336,0.5020480936703415,0.4492753623188406,False,3,2024-12-31_2025-02-28
roic,69,0.0095241762364811,0.4953713570239395,0.5072463768115942,False,3,2024-12-31_2025-02-28
pe_ratio,69,-0.0317933244350769,-1.2011322600680652,0.5797101449275363,False,3,2024-12-31_2025-02-28
pb_ratio,69,-0.018903889368092,-0.5854596136101753,0.6086956521739131,False,3,2024-12-31_2025-02-28
ev_ebitda,69,-0.0207027193812904,-0.9821825141226777,0.5652173913043478,False,3,2024-12-31_2025-02-28
dividend_yield,69,0.0332698636537806,1.2771670766809298,0.5797101449275363,False,3,2024-12-31_2025-02-28
dividend_growth_3y,69,0.0176946861313226,1.979820581264075,0.6086956521739131,True,3,2024-12-31_2025-02-28
dividend_growth_5y,68,0.015079368679322,1.6620537400662494,0.5735294117647058,True,3,2024-12-31_2025-02-28
payout_ratio,69,0.0062793621292491,0.5327004423426206,0.5362318840579711,False,3,2024-12-31_2025-02-28
positive_fcf_years_5,69,0.0151515764378137,1.0061410364549368,0.6086956521739131,False,3,2024-12-31_2025-02-28
cash_flow_quality_score,69,0.0180546495194027,1.5670295457533143,0.6086956521739131,True,3,2024-12-31_2025-02-28
balance_sheet_strength_score,69,-0.0088727144382801,-0.4538633778557987,0.4927536231884058,False,3,2024-12-31_2025-02-28
earnings_stability_score,69,0.0046156491833461,0.4501158074213245,0.4927536231884058,False,3,2024-12-31_2025-02-28
fcf_dividend_cover,69,0.0119598725202778,1.044043358222911,0.5797101449275363,False,3,2024-12-31_2025-02-28
dividend_stability_score,68,0.0151924851268584,1.5657381546756153,0.5441176470588235,False,3,2024-12-31_2025-02-28
dividend_safety_score,68,0.0257661281574798,1.909970905388316,0.6470588235294118,True,3,2024-12-31_2025-02-28
valuation_score,69,0.0180759237223853,0.627398801796125,0.5652173913043478,False,3,2024-12-31_2025-02-28
